image_name_1,image_name_2
ISIC_5597726,ISIC_6280185
ISIC_0561802,ISIC_3643861
ISIC_0561802,ISIC_4594995
ISIC_0561802,ISIC_8796456
ISIC_0613076,ISIC_0808057
ISIC_0613076,ISIC_2742503
ISIC_0613076,ISIC_2755037
ISIC_0613076,ISIC_3178212
ISIC_0613076,ISIC_4110296
ISIC_0613076,ISIC_4131961
ISIC_0613076,ISIC_5470300
ISIC_0613076,ISIC_5521873
ISIC_0613076,ISIC_8300954
ISIC_0678569,ISIC_9239789
ISIC_1935109,ISIC_9871381
ISIC_2841488,ISIC_5833740
ISIC_2841488,ISIC_6434618
ISIC_3440583,ISIC_5091815
ISIC_0511526,ISIC_2227328
ISIC_0511526,ISIC_8472364
ISIC_0783945,ISIC_7671381
ISIC_0784284,ISIC_1484109
ISIC_1259590,ISIC_5104731
ISIC_1621431,ISIC_2588802
ISIC_1621431,ISIC_3281568
ISIC_1621431,ISIC_4803030
ISIC_1621431,ISIC_6119208
ISIC_1621431,ISIC_6588982
ISIC_2252743,ISIC_2930312
ISIC_3085084,ISIC_6208919
ISIC_3085084,ISIC_8662655
ISIC_5407528,ISIC_5446987
ISIC_5407528,ISIC_6885717
ISIC_5407528,ISIC_8306983
ISIC_5407528,ISIC_8381631
ISIC_5407528,ISIC_9603598
ISIC_8175937,ISIC_8634832
ISIC_0169604,ISIC_2162118
ISIC_0169604,ISIC_2621288
ISIC_0169604,ISIC_4376010
ISIC_0169604,ISIC_5350076
ISIC_0169604,ISIC_5897799
ISIC_0169604,ISIC_8209553
ISIC_0224921,ISIC_2186488
ISIC_0224921,ISIC_3003627
ISIC_0224921,ISIC_3062937
ISIC_0224921,ISIC_7758520
ISIC_0224921,ISIC_9502863
ISIC_0224921,ISIC_9524576
ISIC_0388873,ISIC_6813799
ISIC_0401522,ISIC_3335794
ISIC_0401522,ISIC_5423041
ISIC_0401522,ISIC_5796748
ISIC_0413173,ISIC_2715441
ISIC_0438437,ISIC_4547148
ISIC_0709934,ISIC_4448994
ISIC_0709934,ISIC_8282952
ISIC_0872420,ISIC_6937905
ISIC_1365061,ISIC_1815136
ISIC_1365061,ISIC_1989365
ISIC_1365061,ISIC_2210513
ISIC_1365061,ISIC_9094080
ISIC_1693458,ISIC_2325383
ISIC_1693458,ISIC_2500254
ISIC_1693458,ISIC_4409939
ISIC_1980135,ISIC_9368315
ISIC_2472529,ISIC_5472629
ISIC_2472529,ISIC_6919856
ISIC_5185188,ISIC_9345892
ISIC_0096227,ISIC_2616343
ISIC_0096227,ISIC_3249958
ISIC_0096227,ISIC_4764292
ISIC_0096227,ISIC_5005961
ISIC_0096227,ISIC_5624273
ISIC_0354635,ISIC_1272768
ISIC_0354635,ISIC_1401396
ISIC_0354635,ISIC_3340180
ISIC_0354635,ISIC_5536600
ISIC_0354635,ISIC_6289346
ISIC_0354635,ISIC_6668197
ISIC_0354635,ISIC_7973296
ISIC_0354635,ISIC_9085719
ISIC_0612291,ISIC_7454487
ISIC_1111313,ISIC_3249783
ISIC_1111313,ISIC_6673669
ISIC_1452626,ISIC_9102352
ISIC_1821825,ISIC_1904481
ISIC_1821825,ISIC_8531541
ISIC_1924232,ISIC_4026806
ISIC_1970368,ISIC_3521671
ISIC_1970368,ISIC_4276933
ISIC_1970368,ISIC_6436998
ISIC_1970368,ISIC_6983347
ISIC_1970368,ISIC_8632929
ISIC_1970368,ISIC_9511832
ISIC_2549673,ISIC_4015349
ISIC_2549673,ISIC_4750973
ISIC_2549673,ISIC_5318217
ISIC_2549673,ISIC_8028682
ISIC_3198731,ISIC_6767379
ISIC_4190706,ISIC_8612113
ISIC_4190706,ISIC_8644092
ISIC_4647804,ISIC_7796822
ISIC_4827954,ISIC_9119549
ISIC_0467100,ISIC_3919752
ISIC_0467100,ISIC_5885837
ISIC_0467100,ISIC_6281419
ISIC_0467100,ISIC_6572646
ISIC_0467100,ISIC_7900295
ISIC_0467100,ISIC_8095966
ISIC_0623386,ISIC_4257634
ISIC_0623386,ISIC_6798880
ISIC_0709699,ISIC_5748751
ISIC_0709699,ISIC_6888012
ISIC_0709699,ISIC_9051057
ISIC_1269461,ISIC_5974286
ISIC_1269461,ISIC_6898841
ISIC_2080351,ISIC_2347774
ISIC_2080351,ISIC_4820993
ISIC_2080351,ISIC_9365475
ISIC_2263311,ISIC_3659906
ISIC_2263311,ISIC_8867565
ISIC_2265410,ISIC_5361778
ISIC_2265410,ISIC_8235969
ISIC_2399130,ISIC_9283914
ISIC_2667921,ISIC_4094763
ISIC_2667921,ISIC_7013418
ISIC_2716925,ISIC_9078100
ISIC_2982357,ISIC_7292533
ISIC_3633436,ISIC_4850844
ISIC_0292775,ISIC_3000569
ISIC_0292775,ISIC_3034548
ISIC_0292775,ISIC_7114310
ISIC_0292775,ISIC_7491724
ISIC_0292775,ISIC_7898381
ISIC_0292775,ISIC_8969349
ISIC_0760740,ISIC_0952221
ISIC_0760740,ISIC_5235576
ISIC_0760740,ISIC_6931573
ISIC_0760740,ISIC_6981210
ISIC_0760740,ISIC_7259828
ISIC_0760740,ISIC_7413795
ISIC_0760740,ISIC_7534592
ISIC_0760740,ISIC_7904801
ISIC_0760740,ISIC_8712312
ISIC_1174017,ISIC_4926788
ISIC_1174017,ISIC_6574514
ISIC_1174017,ISIC_7803114
ISIC_1174017,ISIC_8651765
ISIC_1174017,ISIC_9290785
ISIC_1174017,ISIC_9671900
ISIC_1396321,ISIC_9429774
ISIC_1402103,ISIC_6536813
ISIC_1402103,ISIC_6966230
ISIC_1402103,ISIC_8273470
ISIC_1495182,ISIC_9741917
ISIC_1655600,ISIC_6141183
ISIC_1655600,ISIC_8916730
ISIC_1655600,ISIC_9804479
ISIC_1869958,ISIC_6868089
ISIC_3698443,ISIC_7408485
ISIC_5611426,ISIC_9219692
ISIC_7953081,ISIC_9128031
ISIC_0079038,ISIC_8521950
ISIC_0367225,ISIC_8469351
ISIC_0535654,ISIC_1368313
ISIC_0604088,ISIC_6346327
ISIC_0723505,ISIC_9012331
ISIC_0758009,ISIC_6892485
ISIC_0825113,ISIC_4390848
ISIC_1199920,ISIC_1971370
ISIC_1270351,ISIC_7205493
ISIC_1595658,ISIC_8720514
ISIC_1642492,ISIC_8776686
ISIC_1767420,ISIC_8459547
ISIC_1768243,ISIC_6114220
ISIC_1899936,ISIC_2901951
ISIC_2198865,ISIC_2928274
ISIC_2247168,ISIC_7671251
ISIC_2613323,ISIC_5134680
ISIC_2853222,ISIC_9348399
ISIC_3086575,ISIC_7577778
ISIC_3226731,ISIC_4479651
ISIC_3385140,ISIC_4053989
ISIC_3406334,ISIC_9787320
ISIC_3456673,ISIC_5123837
ISIC_3591045,ISIC_8636706
ISIC_3660136,ISIC_3933828
ISIC_4063200,ISIC_8704672
ISIC_4616221,ISIC_7449219
ISIC_4695567,ISIC_7948595
ISIC_5169650,ISIC_7385195
ISIC_5607452,ISIC_9952408
ISIC_6413170,ISIC_8446269
ISIC_7079599,ISIC_9038898
ISIC_7101810,ISIC_7629997
ISIC_7146294,ISIC_7311305
ISIC_7611972,ISIC_9622250
ISIC_0203233,ISIC_0494383
ISIC_0203233,ISIC_0502419
ISIC_0203233,ISIC_0671251
ISIC_0203233,ISIC_1806497
ISIC_0203233,ISIC_1964334
ISIC_0203233,ISIC_2387403
ISIC_0203233,ISIC_2406848
ISIC_0203233,ISIC_2420042
ISIC_0203233,ISIC_3464226
ISIC_0203233,ISIC_4902829
ISIC_0203233,ISIC_5267251
ISIC_0203233,ISIC_5686768
ISIC_0203233,ISIC_5953416
ISIC_0203233,ISIC_5955314
ISIC_0203233,ISIC_6467876
ISIC_0203233,ISIC_6774796
ISIC_0203233,ISIC_6779354
ISIC_0203233,ISIC_7012881
ISIC_0203233,ISIC_7095245
ISIC_0203233,ISIC_7230027
ISIC_0203233,ISIC_7394834
ISIC_0203233,ISIC_7446443
ISIC_0203233,ISIC_7729573
ISIC_0203233,ISIC_8028126
ISIC_0203233,ISIC_8614778
ISIC_0203233,ISIC_8717336
ISIC_0203233,ISIC_8900012
ISIC_0595018,ISIC_1584543
ISIC_0595018,ISIC_1919324
ISIC_0595018,ISIC_1921387
ISIC_0595018,ISIC_2705052
ISIC_0595018,ISIC_3341471
ISIC_0595018,ISIC_4159272
ISIC_0595018,ISIC_4510342
ISIC_0595018,ISIC_7646866
ISIC_0595018,ISIC_7727960
ISIC_0595018,ISIC_8757664
ISIC_0595018,ISIC_9396628
ISIC_0595018,ISIC_9766574
ISIC_1825131,ISIC_2387634
ISIC_1825131,ISIC_9174412
ISIC_2597342,ISIC_5535143
ISIC_2597342,ISIC_6363862
ISIC_2597342,ISIC_7316364
ISIC_3789405,ISIC_8151700
ISIC_3888550,ISIC_9395519
ISIC_4174479,ISIC_4941125
ISIC_5722194,ISIC_6407004
ISIC_6245809,ISIC_8017829
ISIC_0509247,ISIC_2288919
ISIC_0608454,ISIC_1733794
ISIC_0641480,ISIC_6417059
ISIC_0641480,ISIC_7959841
ISIC_0821121,ISIC_2064819
ISIC_0821121,ISIC_4300178
ISIC_0821121,ISIC_6310871
ISIC_0926728,ISIC_8036175
ISIC_0962787,ISIC_2152875
ISIC_0962787,ISIC_4472381
ISIC_0962787,ISIC_6060915
ISIC_1220154,ISIC_2879661
ISIC_2973059,ISIC_4807631
ISIC_2973059,ISIC_6023792
ISIC_2998107,ISIC_4038638
ISIC_3152626,ISIC_9384835
ISIC_3833310,ISIC_5561397
ISIC_3833310,ISIC_8671453
ISIC_4412555,ISIC_8197756
ISIC_5016141,ISIC_6081738
ISIC_0218575,ISIC_2920639
ISIC_0218575,ISIC_5928023
ISIC_0248521,ISIC_1043405
ISIC_0248521,ISIC_3359057
ISIC_0248521,ISIC_3523494
ISIC_0248521,ISIC_8430465
ISIC_0335396,ISIC_2051564
ISIC_0335396,ISIC_2801819
ISIC_0335396,ISIC_3182626
ISIC_0335396,ISIC_3355267
ISIC_0335396,ISIC_4758968
ISIC_0335396,ISIC_6916479
ISIC_0335396,ISIC_9136423
ISIC_0983447,ISIC_1733108
ISIC_0983447,ISIC_4749142
ISIC_0983447,ISIC_4888971
ISIC_0983447,ISIC_9053195
ISIC_1051076,ISIC_6452132
ISIC_1594110,ISIC_7551178
ISIC_1850634,ISIC_7059544
ISIC_2379379,ISIC_4784833
ISIC_2891694,ISIC_4314089
ISIC_2891694,ISIC_5386244
ISIC_2891694,ISIC_5786142
ISIC_2891694,ISIC_9295349
ISIC_3419626,ISIC_6267883
ISIC_3596549,ISIC_6615413
ISIC_3596549,ISIC_9079849
ISIC_3952660,ISIC_9955935
ISIC_4613405,ISIC_5936601
ISIC_5734866,ISIC_8259527
ISIC_0087290,ISIC_2278042
ISIC_0087290,ISIC_5496602
ISIC_0087290,ISIC_7173639
ISIC_0175486,ISIC_2266290
ISIC_0175486,ISIC_2359366
ISIC_0175486,ISIC_2693412
ISIC_0175486,ISIC_3345065
ISIC_0175486,ISIC_4489229
ISIC_0175486,ISIC_4988671
ISIC_0175486,ISIC_6118204
ISIC_0175486,ISIC_8047080
ISIC_0175486,ISIC_8862911
ISIC_0175486,ISIC_9318528
ISIC_0175486,ISIC_9938316
ISIC_0295104,ISIC_2319929
ISIC_0295104,ISIC_7862068
ISIC_1241304,ISIC_6263662
ISIC_1241304,ISIC_6531410
ISIC_1241304,ISIC_7717907
ISIC_1241304,ISIC_8332339
ISIC_1241304,ISIC_9355671
ISIC_1467006,ISIC_2165840
ISIC_1467006,ISIC_2653214
ISIC_1467006,ISIC_3598244
ISIC_1799849,ISIC_8488204
ISIC_2440407,ISIC_2541375
ISIC_2440407,ISIC_2978327
ISIC_2440407,ISIC_8806941
ISIC_2440407,ISIC_8993666
ISIC_2440407,ISIC_9356222
ISIC_2894185,ISIC_9308275
ISIC_3513288,ISIC_4917748
ISIC_4262925,ISIC_8649251
ISIC_0200174,ISIC_0583827
ISIC_0200174,ISIC_5234835
ISIC_0200174,ISIC_5422123
ISIC_0263522,ISIC_9252956
ISIC_0270101,ISIC_0474975
ISIC_0270101,ISIC_2861546
ISIC_0270101,ISIC_3707770
ISIC_0270101,ISIC_3936041
ISIC_0270101,ISIC_9551134
ISIC_0918078,ISIC_7184491
ISIC_0918078,ISIC_9893956
ISIC_1146341,ISIC_6778515
ISIC_1546149,ISIC_9945620
ISIC_1695065,ISIC_5557548
ISIC_1695065,ISIC_6455934
ISIC_2273556,ISIC_3735337
ISIC_2391542,ISIC_5789994
ISIC_4370751,ISIC_9769827
ISIC_8305581,ISIC_8547536
ISIC_8305581,ISIC_9848953
ISIC_8305581,ISIC_9865913
ISIC_9538621,ISIC_9753415
ISIC_0770935,ISIC_3864739
ISIC_0770935,ISIC_7533983
ISIC_1367357,ISIC_1991332
ISIC_1730121,ISIC_5903193
ISIC_1857406,ISIC_5850457
ISIC_2208844,ISIC_3763775
ISIC_2208844,ISIC_4047927
ISIC_2208844,ISIC_4762621
ISIC_2208844,ISIC_6777714
ISIC_2208844,ISIC_6960446
ISIC_5637192,ISIC_8825295
ISIC_0562223,ISIC_1368336
ISIC_0562223,ISIC_4733622
ISIC_0562223,ISIC_6203128
ISIC_0642269,ISIC_2365745
ISIC_0642269,ISIC_4751661
ISIC_0642269,ISIC_4823597
ISIC_0642269,ISIC_5361404
ISIC_0642269,ISIC_6807803
ISIC_0682086,ISIC_6135602
ISIC_0682086,ISIC_8598545
ISIC_0682086,ISIC_9764973
ISIC_1196326,ISIC_6144315
ISIC_2826625,ISIC_3789653
ISIC_0372456,ISIC_3910723
ISIC_1790808,ISIC_9408875
ISIC_3579316,ISIC_4034644
ISIC_5732487,ISIC_7617214
ISIC_0467553,ISIC_0530355
ISIC_0467553,ISIC_0606437
ISIC_0467553,ISIC_3288007
ISIC_0467553,ISIC_4352457
ISIC_0467553,ISIC_4419431
ISIC_0467553,ISIC_4490219
ISIC_0467553,ISIC_5120564
ISIC_0467553,ISIC_5927617
ISIC_0467553,ISIC_7604839
ISIC_0467553,ISIC_7918717
ISIC_0467553,ISIC_8911683
ISIC_0488595,ISIC_2338392
ISIC_0762591,ISIC_3953857
ISIC_0762591,ISIC_4371913
ISIC_0762591,ISIC_4744974
ISIC_0762591,ISIC_5759703
ISIC_0762591,ISIC_8741881
ISIC_0762591,ISIC_8992166
ISIC_0762591,ISIC_9499654
ISIC_1170961,ISIC_9957298
ISIC_2496332,ISIC_3086579
ISIC_2496332,ISIC_5192684
ISIC_2496332,ISIC_7663344
ISIC_2496332,ISIC_7763831
ISIC_3458173,ISIC_5619286
ISIC_3458173,ISIC_5736624
ISIC_5471948,ISIC_8069110
ISIC_5594342,ISIC_5709767
ISIC_5594342,ISIC_6347764
ISIC_5594342,ISIC_9221190
ISIC_5612942,ISIC_6018782
ISIC_7227223,ISIC_8033618
ISIC_9180507,ISIC_9570855
ISIC_0201767,ISIC_1316518
ISIC_0201767,ISIC_2143789
ISIC_0201767,ISIC_2752339
ISIC_0201767,ISIC_3892055
ISIC_0201767,ISIC_4106632
ISIC_0201767,ISIC_6127480
ISIC_0201767,ISIC_6690602
ISIC_0638575,ISIC_1411567
ISIC_0732688,ISIC_4670096
ISIC_0753656,ISIC_0993929
ISIC_0753656,ISIC_1208705
ISIC_0753656,ISIC_1338045
ISIC_0753656,ISIC_7642591
ISIC_1107521,ISIC_3501041
ISIC_1107521,ISIC_7220767
ISIC_1399765,ISIC_4912684
ISIC_1399765,ISIC_5484259
ISIC_1511913,ISIC_4766531
ISIC_1854129,ISIC_6578522
ISIC_1976332,ISIC_2075054
ISIC_1976332,ISIC_6232830
ISIC_2784965,ISIC_4581863
ISIC_2784965,ISIC_5319167
ISIC_4025918,ISIC_5076396
ISIC_5623735,ISIC_5945426
ISIC_5632017,ISIC_5663367
ISIC_5632017,ISIC_8443326
ISIC_0543290,ISIC_6527244
ISIC_0543290,ISIC_9570983
ISIC_0543290,ISIC_9657963
ISIC_0628662,ISIC_2023198
ISIC_0628662,ISIC_2779433
ISIC_0628662,ISIC_4231127
ISIC_0628662,ISIC_5344819
ISIC_0628662,ISIC_8545201
ISIC_0628662,ISIC_8976104
ISIC_0990403,ISIC_8622365
ISIC_5005253,ISIC_8357164
ISIC_7454512,ISIC_9403390
ISIC_8077943,ISIC_8255057
ISIC_0074311,ISIC_6787039
ISIC_0074311,ISIC_8125684
ISIC_0074311,ISIC_9163684
ISIC_0228718,ISIC_1595496
ISIC_0228718,ISIC_9894782
ISIC_0304649,ISIC_0987830
ISIC_0304649,ISIC_1874969
ISIC_0304649,ISIC_2673871
ISIC_0304649,ISIC_3917306
ISIC_0304649,ISIC_4373835
ISIC_0304649,ISIC_6666623
ISIC_0304649,ISIC_6712655
ISIC_0304649,ISIC_6778936
ISIC_0304649,ISIC_6862411
ISIC_0304649,ISIC_9654537
ISIC_0565120,ISIC_0754049
ISIC_0565120,ISIC_8515281
ISIC_0565120,ISIC_9631792
ISIC_0565120,ISIC_9888203
ISIC_0690822,ISIC_7030461
ISIC_1026770,ISIC_1044758
ISIC_1026770,ISIC_1504257
ISIC_1026770,ISIC_1569775
ISIC_1026770,ISIC_3967213
ISIC_1026770,ISIC_4547887
ISIC_2470795,ISIC_6455034
ISIC_2470795,ISIC_7301963
ISIC_2688897,ISIC_7511365
ISIC_2842532,ISIC_8719134
ISIC_4927573,ISIC_7129509
ISIC_4927573,ISIC_9246908
ISIC_5317565,ISIC_6743860
ISIC_0302103,ISIC_6826692
ISIC_1338055,ISIC_5643505
ISIC_2223646,ISIC_2861803
ISIC_2483334,ISIC_3368599
ISIC_2888638,ISIC_5865498
ISIC_0482495,ISIC_1377133
ISIC_0482495,ISIC_4235137
ISIC_0482495,ISIC_4448375
ISIC_0482495,ISIC_6347649
ISIC_0482495,ISIC_6730885
ISIC_0482495,ISIC_8995044
ISIC_1150399,ISIC_2384107
ISIC_1150399,ISIC_4351868
ISIC_1150399,ISIC_4715464
ISIC_1150399,ISIC_6002694
ISIC_1150399,ISIC_8842203
ISIC_1150399,ISIC_9253739
ISIC_1253960,ISIC_4056548
ISIC_1955511,ISIC_2917164
ISIC_3496689,ISIC_7021739
ISIC_3848094,ISIC_6835529
ISIC_3849204,ISIC_5713942
ISIC_3849204,ISIC_8120264
ISIC_3849204,ISIC_9155028
ISIC_5126638,ISIC_9418057
ISIC_5302506,ISIC_6081468
ISIC_5813427,ISIC_7550510
ISIC_7308195,ISIC_7399068
ISIC_1424529,ISIC_2295998
ISIC_1424529,ISIC_9489738
ISIC_1847516,ISIC_2772581
ISIC_2836038,ISIC_9485901
ISIC_1392459,ISIC_7938148
ISIC_1552507,ISIC_2122918
ISIC_1552507,ISIC_3246675
ISIC_1552507,ISIC_5558942
ISIC_2510414,ISIC_6922243
ISIC_2577003,ISIC_3410352
ISIC_2577003,ISIC_3936413
ISIC_3265701,ISIC_8757204
ISIC_4323070,ISIC_6613986
ISIC_4323070,ISIC_8183419
ISIC_0680599,ISIC_2552833
ISIC_0680599,ISIC_3868656
ISIC_0680599,ISIC_4190964
ISIC_0723895,ISIC_2163567
ISIC_0723895,ISIC_3704694
ISIC_0879097,ISIC_6064843
ISIC_0879097,ISIC_8876911
ISIC_0931454,ISIC_4269227
ISIC_0931454,ISIC_7010345
ISIC_0931454,ISIC_7668627
ISIC_1323743,ISIC_7188164
ISIC_1323743,ISIC_7198887
ISIC_1323743,ISIC_9309812
ISIC_1785976,ISIC_2340287
ISIC_2144644,ISIC_2376016
ISIC_2144644,ISIC_4511027
ISIC_2346775,ISIC_5808758
ISIC_2698722,ISIC_3766196
ISIC_4045781,ISIC_8159536
ISIC_4767789,ISIC_6529073
ISIC_5320770,ISIC_6926865
ISIC_5588819,ISIC_7175231
ISIC_0184944,ISIC_0240628
ISIC_0184944,ISIC_2283336
ISIC_0184944,ISIC_9361467
ISIC_0437284,ISIC_7226080
ISIC_0441886,ISIC_9618840
ISIC_0641973,ISIC_4279689
ISIC_1020608,ISIC_4155168
ISIC_1020608,ISIC_4889721
ISIC_1020608,ISIC_9740764
ISIC_1196752,ISIC_2490481
ISIC_1196752,ISIC_8373132
ISIC_1196752,ISIC_9750885
ISIC_1252871,ISIC_2380958
ISIC_1252871,ISIC_4597011
ISIC_1252871,ISIC_4691889
ISIC_1910158,ISIC_4111637
ISIC_1946709,ISIC_3552016
ISIC_1946709,ISIC_9055955
ISIC_1946709,ISIC_9086604
ISIC_2072308,ISIC_8119091
ISIC_2406262,ISIC_9393085
ISIC_2906792,ISIC_9707207
ISIC_2969557,ISIC_3420207
ISIC_3021496,ISIC_3170397
ISIC_3021496,ISIC_4627348
ISIC_3021496,ISIC_9538929
ISIC_3586262,ISIC_5464050
ISIC_4219589,ISIC_4457587
ISIC_4397871,ISIC_5781274
ISIC_4801098,ISIC_7891771
ISIC_6450285,ISIC_6548307
ISIC_7384382,ISIC_7486963
ISIC_8362154,ISIC_9062432
ISIC_0325771,ISIC_0470433
ISIC_0325771,ISIC_3007232
ISIC_0325771,ISIC_3354831
ISIC_0325771,ISIC_5903054
ISIC_0527593,ISIC_0578534
ISIC_0527593,ISIC_0708542
ISIC_0527593,ISIC_1209492
ISIC_0527593,ISIC_1477664
ISIC_0527593,ISIC_2092879
ISIC_0527593,ISIC_4531585
ISIC_0527593,ISIC_4907595
ISIC_0527593,ISIC_5679942
ISIC_0527593,ISIC_7032085
ISIC_0527593,ISIC_7950240
ISIC_0527593,ISIC_8450723
ISIC_0527593,ISIC_9573024
ISIC_0527593,ISIC_9871571
ISIC_0901403,ISIC_9014036
ISIC_1422217,ISIC_2373071
ISIC_1422217,ISIC_4692454
ISIC_1422217,ISIC_5694393
ISIC_1422217,ISIC_9606139
ISIC_1578811,ISIC_2185831
ISIC_1578811,ISIC_6528080
ISIC_1578811,ISIC_8937646
ISIC_1578811,ISIC_9071758
ISIC_2889981,ISIC_4645788
ISIC_4568565,ISIC_5664966
ISIC_4894806,ISIC_8314055
ISIC_0696027,ISIC_2288861
ISIC_0696027,ISIC_3402149
ISIC_0696027,ISIC_4442490
ISIC_1488727,ISIC_7929919
ISIC_1626359,ISIC_6138576
ISIC_1626359,ISIC_7230898
ISIC_1626359,ISIC_9437380
ISIC_2334224,ISIC_5976532
ISIC_2334224,ISIC_7097507
ISIC_2993517,ISIC_8033373
ISIC_3648961,ISIC_6136948
ISIC_3648961,ISIC_8731219
ISIC_4221820,ISIC_6494965
ISIC_4274519,ISIC_5251194
ISIC_4274519,ISIC_5654839
ISIC_4274519,ISIC_7630831
ISIC_4274519,ISIC_7834075
ISIC_4274519,ISIC_9868319
ISIC_5516082,ISIC_7861911
ISIC_9062530,ISIC_9757654
ISIC_1127639,ISIC_1296073
ISIC_1905855,ISIC_7164134
ISIC_1905855,ISIC_8827637
ISIC_3615391,ISIC_5329156
ISIC_3615391,ISIC_8461708
ISIC_0182020,ISIC_0687554
ISIC_0182020,ISIC_2325886
ISIC_0182020,ISIC_6318724
ISIC_0193456,ISIC_9910101
ISIC_0293086,ISIC_0348150
ISIC_0293086,ISIC_0399220
ISIC_0293086,ISIC_1053021
ISIC_0293086,ISIC_1357166
ISIC_0293086,ISIC_2366287
ISIC_0293086,ISIC_6320692
ISIC_0293086,ISIC_6364524
ISIC_1879936,ISIC_4417054
ISIC_2728024,ISIC_3981101
ISIC_2728024,ISIC_9308886
ISIC_2817816,ISIC_4654443
ISIC_2817816,ISIC_5256576
ISIC_2817816,ISIC_8334249
ISIC_2817816,ISIC_9619162
ISIC_7512268,ISIC_7754938
ISIC_0311853,ISIC_1506954
ISIC_0440584,ISIC_2070726
ISIC_0440584,ISIC_4918571
ISIC_0440584,ISIC_5963113
ISIC_0591226,ISIC_4369062
ISIC_0591226,ISIC_9800787
ISIC_0944753,ISIC_6019516
ISIC_0944753,ISIC_6689717
ISIC_0963117,ISIC_1348539
ISIC_0963117,ISIC_4425604
ISIC_0963117,ISIC_5605246
ISIC_0963117,ISIC_8786606
ISIC_0963117,ISIC_8813838
ISIC_1978228,ISIC_2653098
ISIC_2186828,ISIC_7135134
ISIC_2889670,ISIC_8045105
ISIC_3009930,ISIC_4369035
ISIC_3796594,ISIC_4325003
ISIC_3796594,ISIC_5305288
ISIC_3796594,ISIC_5451336
ISIC_2660641,ISIC_8026600
ISIC_2660641,ISIC_8132385
ISIC_2804864,ISIC_3687166
ISIC_2945891,ISIC_4138196
ISIC_4088647,ISIC_5687865
ISIC_7234522,ISIC_7860124
ISIC_0270289,ISIC_5131914
ISIC_0270289,ISIC_6006795
ISIC_0270289,ISIC_6716036
ISIC_0270289,ISIC_7947847
ISIC_0278130,ISIC_5380827
ISIC_0426487,ISIC_2521947
ISIC_0483469,ISIC_6072001
ISIC_0483469,ISIC_6691092
ISIC_1684067,ISIC_5446127
ISIC_1684067,ISIC_5882254
ISIC_2927587,ISIC_3370255
ISIC_2927587,ISIC_5326225
ISIC_2927587,ISIC_8504479
ISIC_3365692,ISIC_8479651
ISIC_3365692,ISIC_9294326
ISIC_3945469,ISIC_4090811
ISIC_3945469,ISIC_6101341
ISIC_3945469,ISIC_9699728
ISIC_3965872,ISIC_8566184
ISIC_3965872,ISIC_9761658
ISIC_4032638,ISIC_6000048
ISIC_5797220,ISIC_6415466
ISIC_0879962,ISIC_7852759
ISIC_0879962,ISIC_9746246
ISIC_1134319,ISIC_1478794
ISIC_1134319,ISIC_2954294
ISIC_1134319,ISIC_4494516
ISIC_1134319,ISIC_4788652
ISIC_1134319,ISIC_6933978
ISIC_1134319,ISIC_9659443
ISIC_1198047,ISIC_1545675
ISIC_1198047,ISIC_2401705
ISIC_1198047,ISIC_3042091
ISIC_1198047,ISIC_5705413
ISIC_1425404,ISIC_8434081
ISIC_4196596,ISIC_4686690
ISIC_6425807,ISIC_8805000
ISIC_6446616,ISIC_6636275
ISIC_6446616,ISIC_6997349
ISIC_6446616,ISIC_8108090
ISIC_6446616,ISIC_8802047
ISIC_5630940,ISIC_8056594
ISIC_6763469,ISIC_6986899
ISIC_6763469,ISIC_8242789
ISIC_1687004,ISIC_4696142
ISIC_4330267,ISIC_7523263
ISIC_6347975,ISIC_6913272
ISIC_0561295,ISIC_0715869
ISIC_0561295,ISIC_1597414
ISIC_0561295,ISIC_2935987
ISIC_0561295,ISIC_6052702
ISIC_0561295,ISIC_6553768
ISIC_0561295,ISIC_8555960
ISIC_0561295,ISIC_9112443
ISIC_0561295,ISIC_9578603
ISIC_0800269,ISIC_1698119
ISIC_0800269,ISIC_6482239
ISIC_0800269,ISIC_9693103
ISIC_0942654,ISIC_6513575
ISIC_0942654,ISIC_9954582
ISIC_1176970,ISIC_8123257
ISIC_1438382,ISIC_2316159
ISIC_1438382,ISIC_2684374
ISIC_3453060,ISIC_3692753
ISIC_3702454,ISIC_5923430
ISIC_5261384,ISIC_6450517
ISIC_5261384,ISIC_7358425
ISIC_5261384,ISIC_8310944
ISIC_5261384,ISIC_9041509
ISIC_7051167,ISIC_7422026
ISIC_7709419,ISIC_8000880
ISIC_0593591,ISIC_8193766
ISIC_0593591,ISIC_8409323
ISIC_3328295,ISIC_5613605
ISIC_3328295,ISIC_5842418
ISIC_3328295,ISIC_6299639
ISIC_3328295,ISIC_6935478
ISIC_3328295,ISIC_7836441
ISIC_3328295,ISIC_8281877
ISIC_3328295,ISIC_8340303
ISIC_5592956,ISIC_9297251
ISIC_6252453,ISIC_9813601
ISIC_7505369,ISIC_7918246
ISIC_1010416,ISIC_6683756
ISIC_1326483,ISIC_8695109
ISIC_2962753,ISIC_4262670
ISIC_2962753,ISIC_6019322
ISIC_2962753,ISIC_8853902
ISIC_6904410,ISIC_7302456
ISIC_0202808,ISIC_2518443
ISIC_0202808,ISIC_4750920
ISIC_1784717,ISIC_7386340
ISIC_1784717,ISIC_9750576
ISIC_1791075,ISIC_4533664
ISIC_3830208,ISIC_4885898
